Label,Features
1,"[18.          2.94444444  0.          1.          0.38888889  0.27777778
  0.          0.          1.          1.          0.        ]"
1,"[26.          3.65384615  0.          0.88461538  0.23076923  0.46153846
  0.          0.          0.          1.          0.        ]"
1,[8.    2.75  0.    1.    0.5   0.375 0.    0.    1.    0.    0.   ]
1,[10.   2.5  0.   0.9  0.3  0.5  0.   0.   0.   2.   0. ]
1,"[22.          3.77272727  0.          0.90909091  0.36363636  0.27272727
  0.          0.          1.          0.          0.        ]"
1,[8.    3.25  0.    1.    0.625 0.25  0.    0.    0.    1.    0.   ]
1,[5.  3.2 0.  1.  0.4 0.2 0.  0.  0.  0.  1. ]
1,"[22.          3.09090909  0.          1.          0.22727273  0.54545455
  1.          0.          0.          0.          0.        ]"
1,[5.  3.8 0.  1.  0.2 0.2 0.  0.  0.  1.  0. ]
1,"[13.          3.69230769  0.          1.          0.30769231  0.38461538
  0.          0.          0.          0.          0.        ]"
1,"[26.          2.96153846  0.          0.84615385  0.23076923  0.42307692
  0.          0.          0.          0.          0.        ]"
1,"[11.          2.63636364  0.          1.          0.45454545  0.27272727
  1.          0.          0.          0.          1.        ]"
1,"[11.          3.36363636  0.          1.          0.36363636  0.36363636
  0.          0.          0.          0.          0.        ]"
1,"[16.      3.1875  0.      1.      0.1875  0.5     0.      0.      0.
  0.      0.    ]"
1,"[26.          3.          0.          0.92307692  0.23076923  0.46153846
  0.          0.          0.          0.          0.        ]"
1,"[11.          2.54545455  0.          0.90909091  0.27272727  0.45454545
  0.          0.          2.          0.          0.        ]"
1,[8.    3.75  0.    0.875 0.5   0.25  0.    0.    0.    1.    2.   ]
1,"[7.         3.42857143 0.         1.         0.42857143 0.14285714
 0.         0.         0.         1.         0.        ]"
1,"[26.          3.23076923  0.          0.88461538  0.30769231  0.5
  1.          0.          0.          1.          0.        ]"
1,"[17.          3.11764706  0.          0.94117647  0.29411765  0.47058824
  0.          0.          0.          0.          0.        ]"
1,"[15.          3.46666667  0.          0.93333333  0.26666667  0.4
  1.          0.          0.          1.          0.        ]"
1,[4.   2.   0.   1.   0.25 0.5  0.   0.   0.   1.   0.  ]
1,[10.   3.2  0.   1.   0.1  0.5  0.   1.   1.   0.   0. ]
1,"[21.          2.9047619   0.          0.95238095  0.42857143  0.28571429
  1.          0.          1.          0.          0.        ]"
1,"[26.          3.26923077  0.          0.88461538  0.15384615  0.5
  0.          0.          0.          0.          0.        ]"
1,"[11.          2.63636364  0.          0.90909091  0.27272727  0.45454545
  0.          0.          1.          0.          0.        ]"
1,[6.  3.5 0.  0.5 0.5 0.  0.  0.  0.  0.  0. ]
1,"[6.         3.16666667 0.         1.         0.33333333 0.16666667
 0.         0.         0.         0.         0.        ]"
1,"[29.          3.82758621  0.          0.86206897  0.27586207  0.48275862
  0.          0.          0.          3.          0.        ]"
1,"[17.          5.05882353  0.          0.94117647  0.11764706  0.52941176
  0.          0.          1.          0.          0.        ]"
1,[10.   4.5  0.   0.7  0.8  0.2  0.   0.   3.   0.   0. ]
1,"[19.          2.94736842  0.          0.94736842  0.21052632  0.47368421
  1.          0.          0.          0.          0.        ]"
1,"[28.          3.82142857  0.          0.89285714  0.21428571  0.39285714
  0.          0.          0.          0.          0.        ]"
1,"[13.          3.15384615  0.          0.84615385  0.30769231  0.46153846
  0.          0.          0.          2.          0.        ]"
1,"[13.          2.53846154  0.          0.92307692  0.46153846  0.30769231
  0.          0.          0.          0.          0.        ]"
1,"[16.      3.4375  0.      0.875   0.25    0.375   0.      0.      0.
  0.      1.    ]"
1,"[16.      3.75    0.      0.8125  0.375   0.4375  0.      0.      0.
  0.      0.    ]"
1,"[41.          3.46341463  0.          0.7804878   0.19512195  0.48780488
  0.          0.          0.          0.          2.        ]"
1,[25.    2.96  0.    0.88  0.24  0.52  0.    0.    1.    0.    1.  ]
1,"[6.         4.5        0.         1.         0.5        0.16666667
 0.         0.         1.         0.         0.        ]"
1,"[13.          2.76923077  0.          0.84615385  0.53846154  0.15384615
  0.          0.          1.          2.          0.        ]"
1,[2.  2.5 0.  1.  0.5 0.  0.  0.  0.  0.  0. ]
1,"[12.          2.91666667  0.          0.91666667  0.16666667  0.5
  0.          0.          0.          0.          1.        ]"
1,[5.  3.6 0.  1.  0.6 0.2 0.  0.  0.  1.  0. ]
1,[8.    3.625 0.    1.    0.5   0.375 0.    0.    0.    0.    0.   ]
1,[4.   3.   0.   1.   0.5  0.25 0.   0.   0.   0.   0.  ]
1,"[13.          2.92307692  0.          1.          0.30769231  0.38461538
  0.          0.          0.          0.          1.        ]"
