Label,Features
1,"[38.          3.23684211  0.          0.86842105  0.26315789  0.44736842
  1.          0.          0.          1.          0.        ]"
1,"[23.          3.69565217  0.          0.86956522  0.17391304  0.47826087
  0.          0.          0.          0.          0.        ]"
1,[10.   5.5  0.   0.9  0.2  0.2  0.   0.   0.   1.   0. ]
1,"[12.          3.          0.          0.83333333  0.5         0.41666667
  0.          0.          1.          2.          0.        ]"
1,"[21.          2.71428571  0.          0.80952381  0.19047619  0.47619048
  0.          0.          0.          0.          0.        ]"
1,[5.  3.  0.  1.  0.2 0.4 0.  0.  0.  0.  0. ]
1,"[41.          3.53658537  0.          0.85365854  0.3902439   0.34146341
  0.          0.          0.          1.          0.        ]"
1,"[9.         2.88888889 0.         1.         0.33333333 0.22222222
 0.         0.         0.         1.         0.        ]"
1,[2.  2.5 0.  1.  1.  0.  0.  0.  0.  1.  0. ]
1,"[53.          3.54716981  0.          0.75471698  0.32075472  0.41509434
  0.          0.          1.          3.          1.        ]"
1,"[30.          3.76666667  0.          0.63333333  0.5         0.3
  0.          0.          6.          0.          2.        ]"
1,"[17.          4.11764706  0.          0.94117647  0.35294118  0.29411765
  0.          0.          1.          0.          1.        ]"
1,[8.    3.375 0.    0.875 0.375 0.25  0.    0.    0.    0.    1.   ]
1,[4.   2.75 0.   0.75 0.75 0.   0.   0.   0.   2.   0.  ]
1,[8.    2.125 0.    0.875 0.25  0.375 0.    0.    0.    2.    0.   ]
1,[5.  2.6 0.  1.  0.2 0.4 0.  0.  0.  0.  0. ]
1,"[21.          4.71428571  0.          1.          0.28571429  0.38095238
  0.          0.          0.          1.          0.        ]"
1,"[34.          2.82352941  0.          0.70588235  0.38235294  0.44117647
  0.          0.          0.          0.          4.        ]"
1,"[18.          3.          0.          0.38888889  0.33333333  0.33333333
  0.          0.          0.          0.          1.        ]"
1,"[9.         2.77777778 0.         0.77777778 0.33333333 0.44444444
 0.         0.         0.         2.         0.        ]"
1,[3. 7. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
1,"[14.          3.28571429  0.          1.          0.42857143  0.35714286
  0.          0.          1.          0.          0.        ]"
1,[2.  3.5 0.  1.  0.5 0.  0.  0.  1.  0.  0. ]
1,"[23.          2.7826087   0.          0.60869565  0.47826087  0.34782609
  0.          0.          0.          0.          3.        ]"
1,"[18.          2.72222222  0.          0.88888889  0.22222222  0.38888889
  0.          0.          0.          0.          1.        ]"
1,"[15.          3.73333333  0.          1.          0.26666667  0.33333333
  0.          0.          1.          1.          0.        ]"
1,[10.   3.4  0.   0.9  0.4  0.2  0.   0.   0.   0.   0. ]
1,"[9.         3.88888889 0.         1.         0.11111111 0.33333333
 0.         0.         1.         0.         0.        ]"
1,"[12.          4.58333333  0.          1.          0.25        0.41666667
  0.          0.          0.          1.          0.        ]"
1,"[19.          3.10526316  0.          0.94736842  0.26315789  0.42105263
  0.          0.          0.          0.          0.        ]"
1,"[3.         1.66666667 0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,[8.    2.    0.    0.75  0.375 0.5   0.    0.    1.    2.    0.   ]
1,"[44.          2.88636364  0.          0.75        0.40909091  0.25
  0.          0.          1.          0.          0.        ]"
1,"[15.          3.13333333  0.          0.86666667  0.46666667  0.2
  0.          0.          1.          0.          0.        ]"
1,"[7.         3.57142857 0.         1.         0.42857143 0.28571429
 0.         0.         1.         0.         0.        ]"
1,"[12.          2.5         0.          0.91666667  0.5         0.41666667
  1.          0.          1.          1.          0.        ]"
1,[10.   2.5  0.   0.9  0.2  0.5  0.   0.   0.   0.   0. ]
1,"[12.          2.66666667  0.          0.91666667  0.41666667  0.41666667
  0.          0.          1.          0.          0.        ]"
1,"[3.         2.33333333 0.         1.         0.33333333 0.66666667
 0.         0.         1.         0.         0.        ]"
1,"[29.          3.75862069  0.          0.79310345  0.31034483  0.24137931
  0.          0.          0.          0.          0.        ]"
1,"[18.          2.94444444  0.          0.88888889  0.5         0.27777778
  0.          0.          0.          1.          0.        ]"
1,[5.  2.8 0.  0.8 0.6 0.  0.  0.  0.  2.  0. ]
1,[10.   3.   0.   0.8  0.3  0.3  0.   0.   0.   0.   2. ]
1,"[34.          3.17647059  0.          0.76470588  0.32352941  0.38235294
  0.          0.          0.          2.          0.        ]"
1,"[6.         3.         0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,"[14.          2.85714286  0.          1.          0.28571429  0.35714286
  0.          0.          0.          0.          0.        ]"
1,[10.   3.6  0.   1.   0.2  0.5  0.   0.   0.   0.   1. ]
1,[20.    3.25  0.    0.85  0.2   0.5   0.    0.    1.    0.    0.  ]
1,"[26.          3.65384615  0.          0.84615385  0.26923077  0.30769231
  0.          0.          0.          0.          1.        ]"
1,[8.    5.    0.    0.875 0.125 0.125 0.    0.    0.    1.    0.   ]
1,[8.    3.625 0.    1.    0.25  0.375 0.    0.    0.    0.    0.   ]
1,[8.    3.    0.    1.    0.375 0.25  0.    0.    0.    0.    0.   ]
1,"[11.          2.63636364  0.          0.90909091  0.36363636  0.45454545
  0.          0.          0.          1.          0.        ]"
1,"[14.          3.28571429  0.          0.92857143  0.35714286  0.5
  1.          0.          1.          1.          0.        ]"
1,"[15.          2.86666667  0.          1.          0.33333333  0.4
  0.          0.          1.          0.          1.        ]"
1,"[11.          2.45454545  0.          0.90909091  0.27272727  0.45454545
  0.          0.          0.          0.          0.        ]"
1,"[15.          3.46666667  0.          1.          0.26666667  0.33333333
  0.          0.          0.          1.          0.        ]"
1,"[11.          3.54545455  0.          1.          0.27272727  0.36363636
  0.          0.          1.          0.          0.        ]"
1,[5.  3.6 0.  0.6 0.4 0.2 0.  0.  0.  0.  0. ]
1,"[16.      3.6875  0.      0.875   0.4375  0.25    0.      0.      1.
  0.      0.    ]"
1,"[14.          3.57142857  0.          0.92857143  0.35714286  0.35714286
  0.          0.          0.          0.          0.        ]"
1,"[43.          3.30232558  0.          0.79069767  0.27906977  0.41860465
  1.          0.          0.          0.          0.        ]"
1,"[3.         3.66666667 0.         1.         0.33333333 0.33333333
 0.         0.         0.         1.         0.        ]"
