Label,Features
1,[5.  3.  0.  1.  0.2 0.4 0.  0.  0.  0.  0. ]
1,"[17.          2.76470588  0.          0.76470588  0.29411765  0.41176471
  0.          0.          0.          0.          0.        ]"
1,"[19.          3.26315789  0.          0.94736842  0.21052632  0.47368421
  0.          0.          0.          0.          0.        ]"
1,"[11.          3.27272727  0.          1.          0.36363636  0.36363636
  0.          0.          0.          0.          0.        ]"
1,"[12.          2.33333333  0.          0.91666667  0.41666667  0.5
  0.          0.          0.          0.          0.        ]"
1,"[29.          2.82758621  0.          0.79310345  0.24137931  0.48275862
  0.          0.          0.          0.          0.        ]"
1,"[32.       3.5625   0.       0.875    0.34375  0.40625  1.       0.
  1.       0.       0.     ]"
1,"[23.          3.30434783  0.          0.86956522  0.2173913   0.39130435
  0.          0.          1.          0.          0.        ]"
1,[2.  2.5 0.  1.  0.5 0.5 0.  0.  1.  0.  0. ]
1,[8.    2.25  0.    1.    0.375 0.25  0.    0.    0.    1.    0.   ]
1,"[7.         2.57142857 0.         1.         0.28571429 0.57142857
 0.         0.         0.         0.         0.        ]"
1,[5.  3.6 0.  1.  0.4 0.2 0.  0.  0.  0.  0. ]
1,[8.    3.625 0.    0.25  1.    0.    0.    0.    0.    0.    0.   ]
1,[20.    3.85  0.    0.8   0.3   0.4   0.    0.    1.    0.    0.  ]
1,"[6.         3.5        0.         1.         0.33333333 0.33333333
 0.         0.         0.         0.         0.        ]"
1,[8.    2.    0.    0.875 0.25  0.625 0.    0.    0.    0.    0.   ]
1,[5.  3.8 0.  1.  0.6 0.4 0.  0.  1.  0.  0. ]
1,[3. 5. 0. 1. 1. 0. 0. 0. 0. 0. 0.]
1,"[11.          5.27272727  0.          1.          0.27272727  0.45454545
  0.          0.          1.          0.          0.        ]"
1,[10.   3.5  0.   1.   0.4  0.3  0.   0.   1.   0.   0. ]
1,[8.    3.375 0.    1.    0.125 0.5   0.    0.    0.    0.    0.   ]
1,[10.   3.   0.   1.   0.2  0.5  0.   0.   0.   0.   0. ]
1,"[6.         3.         0.         1.         0.16666667 0.5
 0.         0.         0.         0.         0.        ]"
1,[2.  2.5 0.  1.  1.  0.  0.  0.  0.  0.  0. ]
1,[8.    3.5   0.    1.    0.375 0.375 0.    0.    1.    0.    0.   ]
1,"[6.         2.5        0.         1.         0.33333333 0.5
 0.         0.         0.         0.         0.        ]"
1,"[38.          3.31578947  0.          0.78947368  0.28947368  0.55263158
  0.          0.          1.          0.          0.        ]"
1,"[15.          3.46666667  0.          0.86666667  0.4         0.26666667
  0.          0.          0.          0.          0.        ]"
1,[50.    2.78  0.    0.68  0.34  0.42  1.    0.    0.    0.    0.  ]
1,[8.    2.    0.    1.    0.25  0.625 0.    0.    0.    0.    0.   ]
1,"[26.          3.07692308  0.          0.84615385  0.23076923  0.42307692
  0.          0.          0.          0.          0.        ]"
1,"[12.          2.08333333  0.          1.          0.41666667  0.5
  0.          0.          0.          0.          0.        ]"
1,"[23.          3.          0.          0.91304348  0.13043478  0.47826087
  0.          0.          1.          0.          0.        ]"
1,"[3.         2.66666667 0.         1.         0.33333333 0.66666667
 0.         0.         1.         0.         0.        ]"
