Label,Features
1,"[17.          3.52941176  0.          0.82352941  0.58823529  0.29411765
  0.          0.          0.          1.          1.        ]"
1,"[23.          2.7826087   0.          0.7826087   0.26086957  0.52173913
  0.          0.          0.          0.          0.        ]"
1,"[21.          3.33333333  0.          0.80952381  0.28571429  0.38095238
  0.          0.          0.          0.          3.        ]"
1,[2.  5.  0.  1.  0.5 0.  0.  0.  0.  0.  1. ]
1,[20.    3.55  0.    0.95  0.2   0.55  0.    0.    0.    0.    0.  ]
1,[8.    4.125 0.    1.    0.125 0.5   0.    0.    0.    0.    0.   ]
1,[10.   3.3  0.   1.   0.2  0.7  0.   0.   0.   1.   0. ]
1,[20.    2.75  0.    0.85  0.35  0.4   0.    0.    0.    0.    0.  ]
1,"[6.         2.83333333 0.         1.         0.5        0.16666667
 0.         0.         0.         0.         0.        ]"
1,"[19.          2.57894737  0.          0.78947368  0.31578947  0.21052632
  0.          0.          0.          0.          0.        ]"
1,[2.  2.  0.  1.  0.5 0.  0.  0.  0.  1.  0. ]
1,"[12.          3.          0.          1.          0.5         0.41666667
  0.          0.          1.          0.          0.        ]"
1,[20.    3.45  0.    0.85  0.4   0.4   0.    0.    0.    0.    0.  ]
1,"[7.         3.42857143 0.         1.         0.42857143 0.28571429
 0.         0.         0.         0.         0.        ]"
1,"[12.          3.75        0.          1.          0.16666667  0.5
  0.          0.          1.          0.          0.        ]"
1,"[9.         3.55555556 0.         1.         0.33333333 0.33333333
 0.         0.         1.         0.         0.        ]"
1,[4.  2.  0.  1.  0.5 0.  0.  0.  0.  0.  0. ]
1,[20.    3.2   0.    0.95  0.2   0.55  0.    0.    0.    0.    0.  ]
1,"[15.          2.93333333  0.          0.86666667  0.33333333  0.2
  0.          0.          0.          0.          0.        ]"
1,[8.    3.125 0.    0.875 0.5   0.25  0.    0.    0.    0.    0.   ]
1,[10.   2.7  0.   1.   0.3  0.4  1.   0.   0.   0.   0. ]
